https://sail.usc.edu/publications/,Lab,https://github.com/eselkin/awesome-computational-neuroscience#readme,Computational Neuroscience error: URLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1076)')) | reason: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1076)
https://ccsrv1.psych.indiana.edu/cclab/,The mission of the Cognitive Control Lab is to identify and characterize the neural mechanisms of goal directed behavior. To this end, we focus on the frontal lobes, and especially the medial prefrontal cortex. Our research involves a tight integration of computational neural modeling, functional MRI, and cognitive psychology.,https://github.com/eselkin/awesome-computational-neuroscience#readme,Computational Neuroscience error: URLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1076)')) | reason: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1076)
https://pondside.uchicago.edu/oba/faculty/palmer_s.html,I study how populations of neurons collectively encode information present in their inputs and how they perform computations on these signals. The brain performs several classes of computation including signal comparison, prediction, error correction, and learning. To investigate these phenomena, I work with experimentalists on a variety of systems: predictive coding in the retina and visual cortex of the rodent, motion coding in area MT, and temporal coding in the zebra finch song system.,https://github.com/eselkin/awesome-computational-neuroscience#readme,Computational Neuroscience error: URLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1076)')) | reason: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1076)
https://quadratolab.usc.edu/research/,The goal of our lab is to improve emerging brain-region specific models of the human brain, including pluripotent stem cell derived 3D organoids and human chimeric mice...,https://github.com/eselkin/awesome-computational-neuroscience#readme,Computational Neuroscience error: URLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1076)')) | reason: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1076)
https://ccsrv1.psych.indiana.edu/cclab/publications/,Lab,https://github.com/eselkin/awesome-computational-neuroscience#readme,Computational Neuroscience error: URLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1076)')) | reason: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1076)
https://quadratolab.usc.edu/publications/,Lab,https://github.com/eselkin/awesome-computational-neuroscience#readme,Computational Neuroscience error: URLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1076)')) | reason: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1076)
https://redwood.berkeley.edu/people/bruno-olshausen/,Developing new theoretical frameworks and models of vision,https://github.com/eselkin/awesome-computational-neuroscience#readme,Computational Neuroscience error: timeout('The read operation timed out') | reason: 
https://svndl.stanford.edu/research,Brain mechanisms underlying face and text processing...methods for exploiting the temporal resolution of the EEG to study the dynamics of brain processing...,https://github.com/eselkin/awesome-computational-neuroscience#readme,Computational Neuroscience error: timeout('The read operation timed out') | reason: 
https://ngp.usc.edu/faculty/?faculty-profile=156,First, we study how the hydromechanical properties of the inner ear form the place-frequency map by using non-invasive measurements of inner ear physiology combined with mechanical modeling. Second, using whole-cell patch clamping techniques combined with neuroanatomy and modeling we study the biophysical processes underlying sensory signalling at the first synapse between cochlear sensory cells and the primary auditory neuron.,https://github.com/eselkin/awesome-computational-neuroscience#readme,Computational Neuroscience error: timeout('The read operation timed out') | reason: 
https://medschool.ucsd.edu/education/neurograd/faculty/Pages/tatyana-sharpee.aspx,Our approaches are often derived from methods in statistical physics, mathematics, and information theory,https://github.com/eselkin/awesome-computational-neuroscience#readme,Computational Neuroscience error: timeout('The read operation timed out') | reason: 
https://grad.admissions.uiowa.edu/academics/neuroscience-phd,Neuroscience Ph.D.,https://github.com/eselkin/awesome-computational-neuroscience#readme,Computational Neuroscience error: timeout('The read operation timed out') | reason: 
https://www.dyns.ucsb.edu/people/chrastil,The focus of our research is understanding how the brain supports spatial navigation. We use virtual reality, fMRI, and EEG methods to test questions about the nature of our spatial geometry, why individuals differ so much in their navigational abilities, and how we acquire and use spatial knowledge.,https://github.com/eselkin/awesome-computational-neuroscience#readme,Computational Neuroscience error: <HTTPError 403: 'Forbidden'> | reason: Forbidden
https://clas.uiowa.edu/polisci/people/bryce-dietrich,Bryce Dietrich’s research uses novel quantitative, automated, and machine learning methods to analyze non-traditional data sources such as audio (or speech) data and video data. He uses these techniques to understand the causes and consequences of elite emotional expressions in a variety of institutional settings, with a particular emphasis on non-verbal cues, such as vocal pitch,https://github.com/eselkin/awesome-computational-neuroscience#readme,Computational Neuroscience error: timeout('The read operation timed out') | reason: 
https://sites.usc.edu/zhanglab/,As a systems neuroscientist, our ultimate research goal is to decipher the brain circuits, and to understand how perception and behaviors are generated and controlled, how the brain's cortex adapts in response to changes in the dynamic external environment, and how specific changes in cortical functions result in neurological and psychiatric disorders. To address these highly challenging questions, our approach is to resolve the neural circuitry (how neurons are wired in the brain), i.e. the structural basis underlying the brain functions.,https://github.com/eselkin/awesome-computational-neuroscience#readme,Computational Neuroscience error: URLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1076)')) | reason: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1076)
http://serre-lab.clps.brown.edu/,My lab seeks to understand the neural computations supporting visual perception. There is little doubt that even a partial solution to the question of which computations are carried out by the visual cortex would be a major breakthrough: It would begin to explain one of our most amazing abilities, vision; and it would open doors to other aspects of intelligence such as language, planning or reasoning.,https://github.com/eselkin/awesome-computational-neuroscience#readme,Computational Neuroscience error: <HTTPError 403: 'Forbidden'> | reason: Forbidden
https://www.dyns.ucsb.edu/people/grafton,Our research emphasizes experiments that elucidate the underlying cognitive architecture that represents action and transforms intentions and goals into specific movements...Data modeling approaches include conventional multivariate methods, machine learning and representational similarity. We also characterize functional data using dynamic community detection algorithms.,https://github.com/eselkin/awesome-computational-neuroscience#readme,Computational Neuroscience error: timeout('The read operation timed out') | reason: 
